name,iata,icao,lat,lon,ico,alt
"Laramie Regional Airport",LAR,KLAR,41.31361,-105.673058,US,7284
"Larantuka Gewayantana Airport",LKA,WATL,-8.274544,123.002327,ID,30
"Laredo International Airport",LRD,KLRD,27.543791,-99.461502,US,508
"Larnaca International Airport",LCA,LCLK,34.875111,33.624851,CY,8
"Larz Muritz Airport",REB,EDAX,53.306389,12.752222,DE,220
"Las Cruces International Airport",LRU,KLRU,32.290833,-106.921669,US,4456
"Las Piedras Josefa Camejo International Airport",LSP,SVJC,11.78077,-70.151398,VE,75
"Las Vegas Harry Reid International Airport",LAS,KLAS,36.080051,-115.152,US,2181
"Las Vegas Henderson Executive Airport",HSH,KHND,35.970001,-115.129997,US,2492
"Las Vegas Municipal Airport",LVS,KLVS,35.654167,-105.142502,US,6877
"Lasham Airport",QKL,EGHL,51.187199,-1.0335,GB,618
"Lashio Airport",LSH,VYLS,22.97788,97.752182,MM,2450
"Latacunga Cotopaxi International Airport",LTX,SELT,-0.9,-78.610001,EC,-1
"Latakia Bassel al Assad International Airport",LTK,OSLK,35.401089,35.948681,SY,157
"Latrobe Arnold Palmer Regional Airport",LBE,KLBE,40.274601,-79.4067,US,1199
"Launceston Airport",LST,YMLT,-41.5452,147.214096,AU,562
"Laurel Hesler-Noble Field Airport",LUL,KLUL,31.666668,-89.166664,US,238
"Lausanne Airport",QYL,LSGL,46.545277,6.616667,CH,2040
"Laval Entrammes Airport",LVA,LFOV,48.032249,-0.74278,FR,328
"Lavan Island Airport",LVP,OIBV,26.810301,53.3563,IR,76
"Laverton Airport",LVO,YLTN,-28.6136,122.423798,AU,1530
"Lawas Airport",LWY,WBGW,4.849359,115.407928,MY,22
"Lawrence Municipal Airport",LWC,KLWC,39.009167,-95.217499,US,832
"Lawrence Municipal Airport",LWM,KLWM,42.717499,-71.122498,US,148
"Lawrenceville Gwinnett County Airport",LZU,KLZU,33.978577,-83.961205,US,1035
"Lawton Fort Sill Regional Airport",LAW,KLAW,34.560001,-98.410004,US,1110
"Lazaro Cardenas Airport",LZC,MMLC,18.00173,-102.220001,MX,39
"Le Castellet Airport",CTT,LFMQ,43.25222,5.786111,FR,1391
"Le Havre Octeville Airport",LEH,LFOH,49.533878,0.088056,FR,313
"Le Mans Arnage Airport",LME,LFRM,47.94849,0.201647,FR,194
"Le Puy Loudes Airport",LPY,LFHP,45.083332,3.766667,FR,2730
"Le Touquet Cote d'Opale Airport",LTQ,LFAT,50.514839,1.627578,FR,36
"Leadville Airport",LXV,KLXV,39.22028,-106.316109,US,9927
"Learmonth Airport",LEA,YPLM,-22.2355,114.0886,AU,19
"Lebanon Municipal Airport",LEB,KLEB,43.62611,-72.3041,US,603
"Lee's Summit Municipal Airport",QQL,KLXT,38.959721,-94.371391,US,1004
"Leeds Bradford Airport",LBA,EGNM,53.865891,-1.66056,GB,681
"Leeds East Airport",QKM,EGCM,53.834442,-1.195556,GB,30
"Leer Papenburg Airport",QEJ,EDWF,53.271873,7.443994,DE,3
"Leesburg International Airport",LEE,KLEE,28.833332,-81.816666,US,77
"Legazpi Bicol International Airport",DRP,RPLK,13.112326,123.677307,PH,302
"Leh Kushok Bakula Rimpochee Airport",IXL,VILH,34.135872,77.546509,IN,10682
"Leinster Airport",LER,YLST,-27.84,120.699997,AU,1631
"Leipzig Halle Airport",LEJ,EDDP,51.432442,12.24163,DE,465
"Leknes Airport",LKN,ENLK,68.152496,13.60944,NO,78
"Lelystad Airport",LEY,EHLE,52.4603,5.52722,NL,-13
"Lemnos International Airport",LXS,LGLM,39.917068,25.2363,GR,14
"Lencois Airport",LEC,SBLE,-12.4823,-41.277,BR,1676
"Lensk Airport",ULK,UERL,60.720554,114.825836,RU,801
"Leon Airport",LEN,LELN,42.58889,-5.655556,ES,3006
"Leonora Airport",LNO,YLEO,-28.870001,121.300003,AU,1217
"Leros Municipal Airport",LRS,LGLE,37.184898,26.80028,GR,39
"Lerwick Tingwall Airport",LWK,EGET,60.190247,-1.244494,GB,45
"Les Cayes Airport",CYA,MTCA,18.271099,-73.7883,HT,203
"Lethbridge Airport",YQL,CYQL,49.630268,-112.799004,CA,3047
"Lethem Airport",LTM,SYLT,3.372761,-59.789333,GY,289
"Leticia International Airport",LET,SKLT,-4.19314,-69.942596,CO,277
"Leutkirch Unterzeil Airport",QCL,EDNL,47.858948,10.01436,DE,2100
"Lewisburg Greenbrier Valley Airport",LWB,KLWB,37.859722,-80.398613,US,2301
"Lewiston Nez Perce County Airport",LWS,KLWS,46.3745,-117.014999,US,1442
"Lewistown Municipal Airport",LWT,KLWT,47.051109,-109.471107,US,4170
"Lewoleba Wunopito Airport",LWE,WATW,-8.36278,123.437782,ID,37
"Lexington Blue Grass Airport",LEX,KLEX,38.036499,-84.605797,US,979
"Lhasa Gonggar Airport",LXA,ZULS,29.29777,90.911942,CN,13136
"Lhokseumawe Malikus Saleh Airport",LSW,WITM,5.22668,96.950302,ID,90
"Lianyungang Baitabu Airport",LYG,ZSLG,34.571659,118.873596,CN,68
"Liberal Mid-America Regional Airport",LBL,KLBL,37.044167,-100.959999,US,2885
"Liberia Guanacaste International Airport",LIR,MRLB,10.59301,-85.545502,CR,269
"Libo Airport",LLB,ZULB,25.452499,107.96167,CN,2707
"Libreville International Airport",LBV,FOOL,0.4586,9.412283,GA,39
"Lichinga Airport",VXC,FQLC,-13.2739,35.266258,MZ,4505
"Lidkoping Hovby Airport",LDK,ESGL,58.4655,13.1744,SE,200
"Liege Airport",LGG,EBLG,50.636379,5.442778,BE,659
"Liepaja Airport",LPX,EVLA,56.517502,21.096939,LV,16
"Lifou Ouanaham Airport",LIF,NWWL,-20.775,167.2397,NC,92
"Lihir Island Kunaye Airport",LNV,AYKY,-3.04,152.619995,PG,177
"Lihue Airport",LIH,PHLI,21.975981,-159.337997,US,153
"Lijiang Sanyi Airport",LJG,ZPLJ,26.683332,100.25,CN,9843
"Lilabari Airport",IXI,VELR,27.29549,94.097649,IN,330
"Lille Airport",LIL,LFQQ,50.563332,3.086944,FR,157
"Lilongwe International Airport",LLW,FWKI,-13.7893,33.780998,MW,4035
"Lima Allen County Airport",AOH,KAOH,40.706902,-84.026703,US,975
"Lima Jorge Chavez International Airport",LIM,SPJC,-12.0218,-77.114304,PE,113
"Limbang Airport",LMN,WBGJ,4.808303,115.010399,MY,14
"Limoges Bellegarde Airport",LIG,LFBL,45.860828,1.180278,FR,1300
"Limon International Airport",LIO,MRLM,9.958056,-83.021896,CR,7
"Limon Municipal Airport",LIC,KLIC,39.269482,-103.664658,US,5374
"Lincang Airport",LNJ,ZPLC,23.738333,100.025002,CN,6213
"Lincoln Airport",LNK,KLNK,40.850971,-96.759201,US,1218
"Linden Airport",LDJ,KLDJ,40.616669,-74.25,US,23
"Linfen Qiaoli Airport",LFQ,ZBLF,36.131668,111.658058,CN,1483
"Linkoping City Airport",LPI,ESSL,58.406151,15.6805,SE,172
"Linkoping Malmen Airport",QEI,ESCF,58.401375,15.525439,SE,283
"Linyi Shubuling Airport",LYI,ZSLY,35.046112,118.411667,CN,164
"Linz Airport",LNZ,LOWL,48.233212,14.18751,AT,978
"Lipetsk Airport",LPK,UUOL,52.702801,39.5378,RU,584
"Liping Airport",HZH,ZUNP,26.320213,109.153809,CN,1600
"Lisbon Humberto Delgado Airport",LIS,LPPT,38.781311,-9.13591,PT,374
"Lismore Airport",LSY,YLIS,-28.8302,153.259995,AU,35
"Little Cayman Airport",LYB,MWCL,19.660271,-80.090202,KY,3
"Little Rock Clinton National Airport",LIT,KLIT,34.729439,-92.224297,US,266
"Liupanshui Yuezhao Airport",LPF,ZUPS,26.609417,104.978996,CN,6440
"Liuzhou Bailian Airport",LZH,ZGZH,24.2075,109.391098,CN,295
"Livermore Municipal Airport",LVK,KLVK,37.69389,-121.817223,US,397
"Liverpool John Lennon Airport",LPL,EGGP,53.333611,-2.84972,GB,80
"Livingston Mission Field Airport",LVM,KLVM,45.69788,-110.445969,US,4652
"Livingstone Harry Mwanga Nkumbula International Airport",LVI,FLHN,-17.821699,25.822689,ZM,3302
"Ljubljana Joze Pucnik Airport",LJU,LJLJ,46.223679,14.45761,SI,1273
"Ljungbyhed Airport",QEL,ESTL,56.082779,13.2125,SE,139
"Lleida Alguaire Airport",ILD,LEDA,41.726925,0.539164,ES,1136
"Lloydminster Airport",YLL,CYLL,53.309158,-110.071999,CA,2193
"Locarno Airport",QYZ,LSZL,46.165298,8.8778,CH,652
"Lockhart River Airport",IRG,YLHR,-12.788889,143.3125,AU,77
"Lodwar Airport",LOK,HKLO,3.121967,35.608688,KE,1715
"Lodz Wladyslaw Reymont Airport",LCJ,EPLL,51.721882,19.39813,PL,604
"Loei Airport",LOE,VTUL,17.439131,101.722,TH,860
"Logan Cache Airport",LGU,KLGU,41.787498,-111.855003,US,4454
"Logrono Agoncillo Airport",RJL,LERJ,42.460953,-2.322235,ES,1161
"Loikaw Airport",LIW,VYLK,19.6915,97.214798,MM,2940
"Loja Ciudad de Catamayo Airport",LOH,SECA,-3.99589,-79.371902,EC,4056
"Lolland Falster Airport",MRW,EKMB,54.699299,11.4401,DK,16
"Lombok International Airport",LOP,WADL,-8.757322,116.276672,ID,319
"Lome Tokoin Airport",LFW,DXXX,6.165611,1.254511,TG,72
"London Biggin Hill Airport",BQH,EGKB,51.33083,0.0325,GB,598
"London City Airport",LCY,EGLC,51.505268,0.055278,GB,19
"London Corbin Airport",LOZ,KLOZ,37.087223,-84.076942,US,1212
"London Elstree Aerodrome",QKE,EGTR,51.655834,-0.325833,GB,332
"London Gatwick Airport",LGW,EGKK,51.148048,-0.19027,GB,202
"London Heathrow Airport",LHR,EGLL,51.471626,-0.467081,GB,83
"London International Airport",YXU,CYXU,43.033051,-81.1511,CA,912
"London Luton Airport",LTN,EGGW,51.874722,-0.36833,GB,526
"London Oxford Airport",OXF,EGTK,51.836941,-1.32,GB,270
"London Southend Airport",SEN,EGMC,51.571381,0.695556,GB,49
"London Stansted Airport",STN,EGSS,51.884998,0.235,GB,348
"Londrina Airport",LDB,SBLO,-23.333599,-51.130001,BR,1867
"Long Akah Airport",LKH,WBGL,3.3,114.782997,MY,289
"Long Beach Airport",LGB,KLGB,33.817719,-118.151001,US,60
"Long Lellang Airport",LGL,WBGF,3.421,115.153999,MY,1400
"Long Seridan Airport",ODN,WBGI,3.976111,115.063301,MY,607
"Longnan Cheng Xian Airport",LNL,ZLLN,33.787998,105.796997,CN,3707
"Longreach Airport",LRE,YLRE,-23.434099,144.280197,AU,627
"Longview East Texas Regional Airport",GGG,KGGG,32.38401,-94.711403,US,365
"Longyan Guanzhishan Airport",LCX,ZSLD,25.6747,116.747002,CN,1225
"Longyearbyen Svalbard Airport",LYR,ENSB,78.246109,15.46555,NO,88
"Lord Howe Island Airport",LDH,YLHI,-31.540808,159.078156,AU,17
"Lorengau Momote Airport",MAS,AYMO,-2.06189,147.423996,PG,12
"Loreto International Airport",LTO,MMLT,25.989189,-111.348,MX,34
"Lorient South Brittany Airport",LRT,LFRH,47.760529,-3.43995,FR,169
"Los Angeles International Airport",LAX,KLAX,33.94252,-118.406998,US,125
"Los Angeles Whiteman Airport",WHP,KWHP,34.259323,-118.413429,US,1003
"Los Banos Airport",LSN,KLSN,37.06266,-120.869095,US,121
"Los Mochis International Airport",LMM,MMLM,25.68519,-109.080002,MX,16
"Los Roques Airport",LRV,SVRS,11.95,-66.669998,VE,17
"Losinj Airport",LSZ,LDLO,44.5658,14.3931,HR,151
"Louisa County Airport",LOW,KLKU,38.009941,-77.969009,US,487
"Louisburg Triangle North Executive Airport",LFN,KLHZ,36.0233,-78.330299,US,369
"Louisville Bowman Field Airport",LOU,KLOU,38.228001,-85.663696,US,546
"Louisville International Airport",SDF,KSDF,38.17408,-85.736397,US,501
"Louisville Winston County Airport",LMS,KLMS,33.146198,-89.0625,US,575
"Lourdes-de-Blanc-Sablon Airport",YBX,CYBX,51.439999,-57.18,CA,121
"Luanda Quatro de Fevereiro Airport",LAD,FNLU,-8.85837,13.23117,AO,243
"Luang Namtha Airport",LXG,VLLN,21.049999,101.466667,LA,1969
"Luang Prabang International Airport",LPQ,VLLB,19.897909,102.160698,LA,955
"Lubango Airport",SDD,FNUB,-14.9247,13.57502,AO,5778
"Lubbock Preston Smith International Airport",LBB,KLBB,33.663631,-101.821999,US,3282
"Lubeck Airport",LBC,EDHL,53.805359,10.71922,DE,53
"Lublin Airport",LUZ,EPLB,51.240002,22.713333,PL,661
"Lubuklinggau Silampari Airport",LLJ,WIPB,-3.284167,102.91333,ID,410
"Lubumbashi International Airport",FBM,FZQA,-11.5913,27.53088,CD,4295
"Lucca Tassignano Airport",LCV,LIQL,43.828201,10.5781,IT,39
"Lucknow Chaudhary Charan Singh Airport",LKO,VILK,26.76059,80.889328,IN,410
"Luderitz Airport",LUD,FALZ,-26.6873,15.24286,NA,457
"Ludhiana Sahnewal Airport",LUH,VILD,30.854679,75.952591,IN,834
"Ludington Mason County Airport",LDM,KLDM,43.962502,-86.407776,US,645
"Lufkin Angelina County Airport",LFK,KLFK,31.234011,-94.75,US,295
"Lugano Airport",LUG,LSZA,46.004269,8.910578,CH,915
"Luganville Santo-Pekoa International Airport",SON,NVSS,-15.5057,167.221298,VU,184
"Lukla Tenzing Hillary Airport",LUA,VNLK,27.687771,86.731377,NP,9100
"Lulea Airport",LLA,ESPA,65.543747,22.121981,SE,65
"Lumberton Municipal Airport",LBT,KLBT,34.61404,-79.060112,US,126
"Luoyang Beijiao Airport",LYA,ZHLY,34.741112,112.388298,CN,8202
"Lusaka Kenneth Kaunda International Airport",LUN,FLKK,-15.3308,28.45262,ZM,3779
"Luwuk Bubung Airport",LUW,WAFW,-1.03891,122.771896,ID,56
"Luxembourg Findel Airport",LUX,ELLX,49.623329,6.204444,LU,1234
"Luxor International Airport",LXR,HELX,25.671021,32.706581,EG,294
"Luzhou Yunlong Airport",LZO,ZULZ,29.030001,105.470001,CN,1082
"Lviv Danylo Halytskyi International Airport",LWO,UKLL,49.8125,23.95611,UA,1071
"Lycksele Airport",LYC,ESNL,64.548317,18.716209,SE,705
"Lydd Ashford Airport",LYX,EGMD,50.956108,0.939167,GB,13
"Lynchburg Regional Airport",LYH,KLYH,37.325378,-79.200401,US,938
"Lynn Lake Airport",YYL,CYYL,56.86388,-101.075996,CA,1170
"Lyon Bron Airport",LYN,LFLY,45.729511,4.938844,FR,659
"Lyon Saint Exupery Airport",LYS,LFLL,45.719643,5.089108,FR,821
"Lyuliang Airport",LLV,ZBLL,37.683334,111.142776,CN,-1
"Maafaru International Airport",NMF,VRDA,5.822222,73.474724,MV,6
"Maamigili Villa International Airport",VAM,VRMV,3.47,72.830002,MV,6
"Maastricht Aachen Airport",MST,EHBK,50.911652,5.770144,NL,375
"Maavaarulaa Airport",RUL,VRQM,0.336667,73.511391,MV,7
"Mabuiag Island Airport",UBB,YMAA,-9.95,142.182999,AU,-1
"Macae Airport",MEA,SBME,-22.341843,-41.76405,BR,15
"Macapa International Airport",MCP,SBMQ,0.050664,-51.072102,BR,56
"Macau International Airport",MFM,VMMC,22.149549,113.591499,MO,20
"Maceio Zumbi dos Palmares International Airport",MCZ,SBMO,-9.5108,-35.791599,BR,387
"Mackay Airport",MKY,YBMK,-21.1716,149.179703,AU,19
"Mackinac Island Airport",MCD,KMCD,45.866669,-84.633331,US,740
"Macon Downtown Airport",MAC,KMAC,32.822266,-83.562706,US,430
"Macon Middle Georgia Regional Airport",MCN,KMCN,32.692848,-83.6492,US,354
"Madang Airport",MAG,AYMD,-5.20708,145.788696,PG,20
"Madera Municipal Airport",MAE,KMAE,36.989124,-120.113167,US,247
"Madison Bruce Campbell Field Airport",DXE,KMBO,32.441071,-90.104126,US,324
"Madison Dane County Regional Airport",MSN,KMSN,43.139851,-89.337502,US,886
"Madison Municipal Airport",IMS,KIMS,38.759998,-85.464722,US,819
"Madrid Barajas Airport",MAD,LEMD,40.488701,-3.57,ES,2000
"Madrid Cuatro Vientos Airport",QYU,LECU,40.370556,-3.785,ES,2269
"Madrid Getafe Airport",QYM,LEGT,40.296906,-3.719975,ES,2034
"Madrid Torrejon Airport",TOJ,LETO,40.498768,-3.439534,ES,2026
"Madurai Airport",IXM,VOMD,9.834508,78.093369,IN,459
"Mae Hong Son Airport",HGN,VTCH,19.301661,97.974998,TH,929
"Mae Sot Airport",MAQ,VTPM,16.700369,98.544533,TH,695
"Mafia Airport",MFA,HTMA,-7.9175,39.668331,TZ,60
"Magadan Sokol Airport",GDX,UHMM,59.91098,150.720398,RU,574
"Magangue Baracoa Regional Airport",MGN,SKMG,9.284739,-74.846001,CO,178
"Magas Airport",IGT,URMS,43.3223,45.0126,RU,1165
"Magnitogorsk International Airport",MQF,USCM,53.393131,58.755661,RU,1431
"Mahajanga Amborovy Airport",MJN,FMNM,-15.6671,46.351822,MG,87
"Mahikeng Mmabatho Airport",MBD,FAMM,-25.798401,25.548,ZA,4181
"Mahon Menorca Airport",MAH,LEMH,39.862591,4.218647,ES,298
"Mahshahr Airport",MRX,OIAM,30.55619,49.151871,IR,8
"Maiduguri International Airport",MIU,DNMA,11.85534,13.08095,NG,1099
"Mainz Finthen Airport",QEZ,EDFZ,49.967499,8.147222,DE,760
"Maio Airport",MMO,GVMA,15.15592,-23.213699,CV,36
"Maitland Airport",MTL,YMND,-32.7033,151.488007,AU,85
"Majalengka Kertajati International Airport",KJT,WICA,-6.651352,108.157249,ID,-1
"Majuro Marshall Islands International Airport",MAJ,PKMJ,7.06498,171.272003,MH,6
"Makassar Sultan Hasanuddin International Airport",UPG,WAAA,-5.06163,119.554001,ID,47
"Makemo Airport",MKP,NTGM,-16.5839,-143.658005,PF,3
"Makhachkala Uytash Airport",MCX,URML,42.816818,47.65229,RU,12
"Makkovik Airport",YMN,CYFT,55.077221,-59.187778,CA,231
"Maku International Airport",IMQ,OITU,39.192501,44.925278,IR,3136
"Malabo International Airport",SSG,FGSL,3.755267,8.708717,GQ,76
"Malacca International Airport",MKZ,WMKM,2.263361,102.251503,MY,35
"Malaga Costa Del Sol Airport",AGP,LEMG,36.679596,-4.496117,ES,37
"Malakal International Airport",MAK,HSSM,9.558969,31.652241,SS,1291
"Malang Abdul Rachman Saleh Airport",MLG,WARA,-7.92655,112.7145,ID,1726
"Malargue Airport",LGS,SAMM,-35.4935,-69.574203,AR,4683
"Malatya Erhac Airport",MLX,LTAT,38.435341,38.091,TR,2828
"Malden Regional Airport",MAW,KMAW,36.600601,-89.992203,US,294
"Male Velana International Airport",MLE,VRMM,4.191833,73.529121,MV,6
"Malinau Kolonel RA Bessing Airport",LNU,WALM,3.576389,116.618332,ID,22
"Malindi Airport",MYD,HKML,-3.2293,40.101662,KE,80
"Malmo Airport",MMX,ESMS,55.53019,13.37163,SE,236
"Malolo Lailai Airport",PTF,NFFO,-17.777901,177.196701,FJ,10
"Malta Luqa International Airport",MLA,LMML,35.857491,14.4775,MT,300
"Mambajao Camiguin Airport",CGM,RPMH,9.253611,124.706947,PH,32
"Mamburao Airport",MBO,RPUM,13.20809,120.605301,PH,13
"Mammoth Yosemite Airport",MMH,KMMH,37.631111,-118.851387,US,7135
"Mamuju Tampa Padang Airport",MJU,WAFJ,-2.586667,119.029167,ID,7
"Mana Island Airport",MNF,NFMA,-17.6731,177.098007,FJ,-1
"Manado Sam Ratulangi International Airport",MDC,WAMM,1.549447,124.925797,ID,264
"Managua Augusto C. Sandino International Airport",MGA,MNMG,12.14149,-86.168098,NI,194
"Manassas Regional Airport",MNZ,KHEF,38.721943,-77.518059,US,179
"Manaus Eduardo Gomes International Airport",MAO,SBEG,-3.03861,-60.049702,BR,264
"Manaus Ponta Pelada Airport",PLL,SBMN,-3.14604,-59.986301,BR,267
"Manchester Airport",MAN,EGCC,53.353741,-2.27495,GB,257
"Manchester Boston Regional Airport",MHT,KMHT,42.9328,-71.435699,US,266
"Mandalay Chanmyathazi Airport",VBC,VYCZ,21.940538,96.089584,MM,77
"Mandalay International Airport",MDL,VYMD,21.70215,95.977921,MM,300
"Mangalore International Airport",IXE,VOML,12.96126,74.89006,IN,333
"Mangshi Airport",LUM,ZPLX,24.405279,98.531898,CN,2869
"Manhattan Regional Airport",MHK,KMHK,39.140968,-96.670799,US,1066
"Manihi Airport",XMH,NTGI,-14.4375,-146.070007,PF,14
"Maniitsoq Airport",JSU,BGMQ,65.41246,-52.9394,GL,91
"Manila Municipal Airport",MXA,KMXA,35.894444,-90.154442,US,242
"Manila Ninoy Aquino International Airport",MNL,RPLL,14.50864,121.019501,PH,75
"Maningrida Airport",MNG,YMGD,-12.05492,134.232269,AU,123
"Manistee County Blacker Airport",MBL,KMBL,44.273888,-86.253334,US,621
"Manitowoc County Airport",MTW,KMTW,44.129723,-87.68222,US,651
"Manizales La Nubia Airport",MZL,SKMZ,5.029992,-75.465103,CO,6871
"Manjimup Airport",MJP,YMJM,-34.265301,116.139999,AU,940
"Mankato Regional Airport",MKT,KMKT,44.22361,-93.918335,US,1020
"Manley Hot Springs Airport",MLY,PAML,64.988113,-150.647461,US,259
"Mannheim City Airport",MHG,EDFM,49.472698,8.514264,DE,309
"Manokotak Airport",KMO,PAMB,58.9902,-159.050003,US,100
"Manokwari Rendani Airport",MKW,WAUU,-0.89183,134.049103,ID,23
"Mansfield Lahm Regional Airport",MFD,KMFD,40.82,-82.512779,US,1297
"Manta Eloy Alfaro International Airport",MEC,SEMT,-0.94607,-80.678802,EC,48
"Manteo Dare County Regional Airport",MEO,KMQI,35.919167,-75.695274,US,14
"Manzanillo Playa de Oro International Airport",ZLO,MMZO,19.14477,-104.557999,MX,30
"Manzanillo Sierra Maestra Airport",MZO,MUMZ,20.28817,-77.089302,CU,112
"Manzhouli Xijiao Airport",NZH,ZBMZ,49.560001,117.32,CN,-1
"Manzini King Mswati III International Airport",SHO,FDSK,-26.356667,31.716944,SZ,-1
"Manzini Matsapha Airport",MTS,FDMS,-26.528999,31.30751,SZ,2075
"Maputo International Airport",MPM,FQMA,-25.920799,32.572601,MZ,145
"Mar del Plata Astor Piazzolla International Airport",MDQ,SAZM,-37.934101,-57.573299,AR,71
"Mara Serena Airport",MRE,HKMS,-1.406111,35.008057,KE,5200
"Maraba Airport",MAB,SBMA,-5.36858,-49.138,BR,357
"Maracaibo La Chinita International Airport",MAR,SVMC,10.5582,-71.727798,VE,235
"Maragheh Sahand Airport",ACP,OITM,37.348,46.127899,IR,4396
"Marakei Airport",MZK,NGMK,2.058707,173.271896,KI,29
"Marana Pinal Airport",MZJ,KMZJ,32.510601,-111.328003,US,1893
"Marathon Florida Keys Airport",MTH,KMTH,24.726206,-81.050934,US,4
"Marco Island Airport",MRK,KMKY,25.999664,-81.674171,US,1
"Mardin Airport",MQM,LTCR,37.223331,40.63166,TR,1729
"Mare Airport",MEE,NWWR,-21.4816,168.037506,NC,141
"Mareeba Airport",MRG,YMBA,-17.069201,145.419006,AU,1560
"Marfa Municipal Airport",MRF,KMRF,30.371111,-104.017502,US,4849
"Margaret River Airport",MQZ,YMGT,-33.930599,115.099998,AU,374
"Margate Airport",MGH,FAMG,-30.857401,30.34301,ZA,495
"Maribor Airport",MBX,LJMB,46.479858,15.68613,SI,876
"Mariehamn Airport",MHQ,EFMA,60.1222,19.898149,FI,17
"Marilia Airport",MII,SBML,-22.197001,-49.93,BR,2122
"Marina Municipal Airport",OAR,KOAR,36.6819,-121.762001,US,137
"Maringa Regional Airport",MGF,SBMG,-23.476299,-52.016399,BR,1788
"Marion Municipal Airport",MZZ,KMZZ,40.489899,-85.679703,US,859
"Marion Williamson County Regional Airport",MWA,KMWA,37.751945,-89.016388,US,472
"Marmul Airport",OMM,OOMX,18.138243,55.180038,OM,902
"Maroantsetra Airport",WMN,FMNR,-15.4366,49.688332,MG,13
"Maroua Salak Airport",MVR,FKKL,10.45139,14.25736,CM,1390
"Marquette Sawyer International Airport",MQT,KSAW,46.35363,-87.395302,US,1221
"Marrakesh Menara Airport",RAK,GMMX,31.60688,-8.0363,MA,1545
"Marsa Alam International Airport",RMF,HEMA,25.55711,34.58371,EG,251
"Marsa Matruh International Airport",MUH,HEMM,31.32535,27.22168,EG,94
"Marseille Provence Airport",MRS,LFML,43.436661,5.215,FR,74
"Marsh Harbour Airport",MHH,MYAM,26.5114,-77.083397,BS,6
"Marshall Don Hunter Sr. Airport",MLL,PADM,61.864185,-162.026169,US,103
"Marshall Harrison County Airport",ASL,KASL,32.5205,-94.3078,US,357
"Marshall Southwest Minnesota Regional Airport",MML,KMML,44.447224,-95.817497,US,1180
"Martha's Vineyard Airport",MVY,KMVY,41.389336,-70.611816,US,67
"Martinique Aime Cesaire International Airport",FDF,TFFF,14.59222,-60.9963,MQ,16
"Martinsburg Eastern WV Regional Airport",MRB,KMRB,39.401669,-77.985001,US,557
"Marudi Airport",MUR,WBGM,4.1775,114.321899,MY,103
"Mary International Airport",MYP,UTAM,37.6194,61.896702,TM,728
"Mary's Harbour Airport",YMH,CYMH,52.302799,-55.847198,CA,38
"Maryborough Airport",MBH,YMYB,-25.5133,152.714996,AU,38
"Marysville Yuba County Airport",MYV,KMYV,39.098057,-121.569725,US,62
"Masai Mara Keekorok Airport",KEU,HKKE,-1.586377,35.257462,KE,5532
"Masbate Moises R. Espinosa Airport",MBT,RPVJ,12.369444,123.629166,PH,26
"Maseru Moshoeshoe I International Airport",MSU,FXMM,-29.4622,27.5525,LS,5348
"Mashhad International Airport",MHD,OIMM,36.235191,59.640968,IR,3263
"Mason City Municipal Airport",MCW,KMCW,43.156944,-93.329445,US,1213
"Massena International Airport",MSS,KMSS,44.935829,-74.845497,US,222
"Masset Airport",ZMT,CZMT,54.02,-132.119995,CA,25
"Masuda Hagi Iwami Airport",IWJ,RJOW,34.676388,131.790283,JP,177
"Matagami Airport",YNM,CYNM,49.761635,-77.802521,CA,883
"Mataiva Airport",MVT,NTGV,-14.8694,-148.712997,PF,11
"Matak Tarempa Airport",MWK,WIOM,3.34812,106.258003,ID,10
"Matamoros International Airport",MAM,MMMA,25.76989,-97.525299,MX,25
"Mataveri International Airport",IPC,SCIP,-27.1647,-109.420998,CL,227
"Matei Taveuni Airport",TVU,NFNM,-16.6905,-179.876007,FJ,2986
"Matsu Beigan Airport",MFK,RCMT,26.223888,120.002502,TW,41
"Matsu Nangan Airport",LZN,RCFG,26.1597,119.958397,TW,232
"Matsumoto Airport",MMJ,RJAF,36.166752,137.922607,JP,2182
"Matsuyama Airport",MYJ,RJOM,33.827221,132.699707,JP,25
"Maturin International Airport",MUN,SVMT,9.749067,-63.1534,VE,224
"Maues Airport",MBZ,SWMW,-3.37217,-57.7248,BR,69
"Maumere Frans Seda Airport",MOF,WATC,-8.64064,122.236801,ID,115
"Maun Airport",MUB,FBMN,-19.9725,23.43108,BW,3093
"Maupiti Airport",MAU,NTTP,-16.4263,-152.242996,PF,15
"Mawlamyine Airport",MNU,VYMM,16.4447,97.660698,MM,52
"Maxton Airport",MXE,KMEB,34.792423,-79.369392,US,220
"Mayaguana Airport",MYG,MYMM,22.37952,-73.013496,BS,11
"Mayaguez Eugenio María de Hostos",MAZ,TJMZ,18.25569,-67.148399,PR,28
"Mazar-I-Sharif International Airport",MZR,OAMS,36.706909,67.209671,AF,1284
"Mazatlan International Airport",MZT,MMMZ,23.16135,-106.265999,MX,38
"Mbuji Mayi Airport",MJM,FZWA,-6.12123,23.569,CD,2221
"Mc Alester Regional",MLC,KMLC,34.882401,-95.783401,US,770
"McAllen Miller International Airport",MFE,KMFE,26.175831,-98.238602,US,107
"McArthur River Mine Airport",MCV,YMHU,-16.466667,136.095001,AU,131
"McCall Municipal Airport",MYL,KMYL,44.89267,-116.103989,US,5021
"McCook Ben Nelson Regional Airport",MCK,KMCK,40.206268,-100.592003,US,2582
